tt;age;crude;event;site
0;35;0;Death of cancer;colon
0;36;0;Death of cancer;colon
0;37;0;Death of cancer;colon
0;38;0;Death of cancer;colon
0;39;0;Death of cancer;colon
0;40;0;Death of cancer;colon
0;41;0;Death of cancer;colon
0;42;0;Death of cancer;colon
0;43;0;Death of cancer;colon
0;44;0;Death of cancer;colon
0;45;0;Death of cancer;colon
0;46;0;Death of cancer;colon
0;47;0;Death of cancer;colon
0;48;0;Death of cancer;colon
0;49;0;Death of cancer;colon
0;50;0;Death of cancer;colon
0;51;0;Death of cancer;colon
0;52;0;Death of cancer;colon
0;53;0;Death of cancer;colon
0;54;0;Death of cancer;colon
0;55;0;Death of cancer;colon
0;56;0;Death of cancer;colon
0;57;0;Death of cancer;colon
0;58;0;Death of cancer;colon
0;59;0;Death of cancer;colon
0;60;0;Death of cancer;colon
0;61;0;Death of cancer;colon
0;62;0;Death of cancer;colon
0;63;0;Death of cancer;colon
0;64;0;Death of cancer;colon
0;65;0;Death of cancer;colon
0;66;0;Death of cancer;colon
0;67;0;Death of cancer;colon
0;68;0;Death of cancer;colon
0;69;0;Death of cancer;colon
0;70;0;Death of cancer;colon
0;71;0;Death of cancer;colon
0;72;0;Death of cancer;colon
0;73;0;Death of cancer;colon
0;74;0;Death of cancer;colon
0;75;0;Death of cancer;colon
0;76;0;Death of cancer;colon
0;77;0;Death of cancer;colon
0;78;0;Death of cancer;colon
0;79;0;Death of cancer;colon
0;80;0;Death of cancer;colon
0;81;0;Death of cancer;colon
0;82;0;Death of cancer;colon
0;83;0;Death of cancer;colon
0;84;0;Death of cancer;colon
0;85;0;Death of cancer;colon
0;86;0;Death of cancer;colon
0;87;0;Death of cancer;colon
0;88;0;Death of cancer;colon
0;89;0;Death of cancer;colon
0;90;0;Death of cancer;colon
0;35;0;Death of other causes;colon
0;36;0;Death of other causes;colon
0;37;0;Death of other causes;colon
0;38;0;Death of other causes;colon
0;39;0;Death of other causes;colon
0;40;0;Death of other causes;colon
0;41;0;Death of other causes;colon
0;42;0;Death of other causes;colon
0;43;0;Death of other causes;colon
0;44;0;Death of other causes;colon
0;45;0;Death of other causes;colon
0;46;0;Death of other causes;colon
0;47;0;Death of other causes;colon
0;48;0;Death of other causes;colon
0;49;0;Death of other causes;colon
0;50;0;Death of other causes;colon
0;51;0;Death of other causes;colon
0;52;0;Death of other causes;colon
0;53;0;Death of other causes;colon
0;54;0;Death of other causes;colon
0;55;0;Death of other causes;colon
0;56;0;Death of other causes;colon
0;57;0;Death of other causes;colon
0;58;0;Death of other causes;colon
0;59;0;Death of other causes;colon
0;60;0;Death of other causes;colon
0;61;0;Death of other causes;colon
0;62;0;Death of other causes;colon
0;63;0;Death of other causes;colon
0;64;0;Death of other causes;colon
0;65;0;Death of other causes;colon
0;66;0;Death of other causes;colon
0;67;0;Death of other causes;colon
0;68;0;Death of other causes;colon
0;69;0;Death of other causes;colon
0;70;0;Death of other causes;colon
0;71;0;Death of other causes;colon
0;72;0;Death of other causes;colon
0;73;0;Death of other causes;colon
0;74;0;Death of other causes;colon
0;75;0;Death of other causes;colon
0;76;0;Death of other causes;colon
0;77;0;Death of other causes;colon
0;78;0;Death of other causes;colon
0;79;0;Death of other causes;colon
0;80;0;Death of other causes;colon
0;81;0;Death of other causes;colon
0;82;0;Death of other causes;colon
0;83;0;Death of other causes;colon
0;84;0;Death of other causes;colon
0;85;0;Death of other causes;colon
0;86;0;Death of other causes;colon
0;87;0;Death of other causes;colon
0;88;0;Death of other causes;colon
0;89;0;Death of other causes;colon
0;90;0;Death of other causes;colon
0;35;100;Alive;colon
0;36;100;Alive;colon
0;37;100;Alive;colon
0;38;100;Alive;colon
0;39;100;Alive;colon
0;40;100;Alive;colon
0;41;100;Alive;colon
0;42;100;Alive;colon
0;43;100;Alive;colon
0;44;100;Alive;colon
0;45;100;Alive;colon
0;46;100;Alive;colon
0;47;100;Alive;colon
0;48;100;Alive;colon
0;49;100;Alive;colon
0;50;100;Alive;colon
0;51;100;Alive;colon
0;52;100;Alive;colon
0;53;100;Alive;colon
0;54;100;Alive;colon
0;55;100;Alive;colon
0;56;100;Alive;colon
0;57;100;Alive;colon
0;58;100;Alive;colon
0;59;100;Alive;colon
0;60;100;Alive;colon
0;61;100;Alive;colon
0;62;100;Alive;colon
0;63;100;Alive;colon
0;64;100;Alive;colon
0;65;100;Alive;colon
0;66;100;Alive;colon
0;67;100;Alive;colon
0;68;100;Alive;colon
0;69;100;Alive;colon
0;70;100;Alive;colon
0;71;100;Alive;colon
0;72;100;Alive;colon
0;73;100;Alive;colon
0;74;100;Alive;colon
0;75;100;Alive;colon
0;76;100;Alive;colon
0;77;100;Alive;colon
0;78;100;Alive;colon
0;79;100;Alive;colon
0;80;100;Alive;colon
0;81;100;Alive;colon
0;82;100;Alive;colon
0;83;100;Alive;colon
0;84;100;Alive;colon
0;85;100;Alive;colon
0;86;100;Alive;colon
0;87;100;Alive;colon
0;88;100;Alive;colon
0;89;100;Alive;colon
0;90;100;Alive;colon
.1;35;.0059990632300131;Death of cancer;colon
.1;36;.0077271716117735;Death of cancer;colon
.1;37;.009951931422753;Death of cancer;colon
.1;38;.0128150937907779;Death of cancer;colon
.1;39;.0165001021343314;Death of cancer;colon
.1;40;.021244194329005;Death of cancer;colon
.1;41;.0273518561571725;Death of cancer;colon
.1;42;.0352158499383825;Death of cancer;colon
.1;43;.0453422951580965;Death of cancer;colon
.1;44;.0583586104602758;Death of cancer;colon
.1;45;.0750959817618182;Death of cancer;colon
.1;46;.0966441198624974;Death of cancer;colon
.1;47;.124352325615615;Death of cancer;colon
.1;48;.1597654180678257;Death of cancer;colon
.1;49;.2045817111112049;Death of cancer;colon
.1;50;.2608827604573288;Death of cancer;colon
.1;51;.3310255137845282;Death of cancer;colon
.1;52;.4168720105375548;Death of cancer;colon
.1;53;.5203101393702747;Death of cancer;colon
.1;54;.6431948744571653;Death of cancer;colon
.1;55;.7859117834817029;Death of cancer;colon
.1;56;.9480586098261553;Death of cancer;colon
.1;57;1.127751655642958;Death of cancer;colon
.1;58;1.320770238571244;Death of cancer;colon
.1;59;1.520982371030483;Death of cancer;colon
.1;60;1.720167599117584;Death of cancer;colon
.1;61;1.908288782786651;Death of cancer;colon
.1;62;2.073706248719927;Death of cancer;colon
.1;63;2.206592691223299;Death of cancer;colon
.1;64;2.305804664747677;Death of cancer;colon
.1;65;2.374410179023969;Death of cancer;colon
.1;66;2.41802003778385;Death of cancer;colon
.1;67;2.44381416394431;Death of cancer;colon
.1;68;2.459827509752812;Death of cancer;colon
.1;69;2.474318738183302;Death of cancer;colon
.1;70;2.496176982016422;Death of cancer;colon
.1;71;2.534215861091476;Death of cancer;colon
.1;72;2.59708009004445;Death of cancer;colon
.1;73;2.68956709661624;Death of cancer;colon
.1;74;2.816462089564803;Death of cancer;colon
.1;75;2.983815972259051;Death of cancer;colon
.1;76;3.200459446033784;Death of cancer;colon
.1;77;3.476450623536588;Death of cancer;colon
.1;78;3.826724619728665;Death of cancer;colon
.1;79;4.268364917271135;Death of cancer;colon
.1;80;4.816376470300727;Death of cancer;colon
.1;81;5.485429467859356;Death of cancer;colon
.1;82;6.292936993366041;Death of cancer;colon
.1;83;7.254707763443992;Death of cancer;colon
.1;84;8.386146411153952;Death of cancer;colon
.1;85;9.70041338184685;Death of cancer;colon
.1;86;11.19934533998354;Death of cancer;colon
.1;87;12.88430297677299;Death of cancer;colon
.1;88;14.75991142185388;Death of cancer;colon
.1;89;16.82647573793;Death of cancer;colon
.1;90;19.08633136639526;Death of cancer;colon
.1;35;.0048806267361743;Death of other causes;colon
.1;36;.0053568155477131;Death of other causes;colon
.1;37;.0061281199617451;Death of other causes;colon
.1;38;.0076694452493053;Death of other causes;colon
.1;39;.0070125908501356;Death of other causes;colon
.1;40;.0069364626648985;Death of other causes;colon
.1;41;.008288114481617;Death of other causes;colon
.1;42;.0088580308168836;Death of other causes;colon
.1;43;.0094688096735941;Death of other causes;colon
.1;44;.0092414271174561;Death of other causes;colon
.1;45;.0104354731387798;Death of other causes;colon
.1;46;.0121462933723933;Death of other causes;colon
.1;47;.0137236079077083;Death of other causes;colon
.1;48;.0137532296174018;Death of other causes;colon
.1;49;.0165221041749015;Death of other causes;colon
.1;50;.017604857952297;Death of other causes;colon
.1;51;.0193995456598875;Death of other causes;colon
.1;52;.0213626175660841;Death of other causes;colon
.1;53;.0226509377541442;Death of other causes;colon
.1;54;.0257324583751613;Death of other causes;colon
.1;55;.0295290039267658;Death of other causes;colon
.1;56;.031828599524148;Death of other causes;colon
.1;57;.0370492964810021;Death of other causes;colon
.1;58;.0382188472065947;Death of other causes;colon
.1;59;.0437098085416217;Death of other causes;colon
.1;60;.0461517104289851;Death of other causes;colon
.1;61;.0511451607196672;Death of other causes;colon
.1;62;.0578942036603599;Death of other causes;colon
.1;63;.0676667048552272;Death of other causes;colon
.1;64;.0709328530325979;Death of other causes;colon
.1;65;.0794212437382827;Death of other causes;colon
.1;66;.0889698229406473;Death of other causes;colon
.1;67;.0972197896241403;Death of other causes;colon
.1;68;.1029463610626716;Death of other causes;colon
.1;69;.1200401793700445;Death of other causes;colon
.1;70;.1300406352144135;Death of other causes;colon
.1;71;.1488444902480009;Death of other causes;colon
.1;72;.1673305385318734;Death of other causes;colon
.1;73;.1838479192573349;Death of other causes;colon
.1;74;.2002629010437278;Death of other causes;colon
.1;75;.2335391218230989;Death of other causes;colon
.1;76;.2430373773577546;Death of other causes;colon
.1;77;.2858717887549016;Death of other causes;colon
.1;78;.323064013894944;Death of other causes;colon
.1;79;.3649518430972633;Death of other causes;colon
.1;80;.4019512251446126;Death of other causes;colon
.1;81;.4666386109996209;Death of other causes;colon
.1;82;.5232397672475821;Death of other causes;colon
.1;83;.6038404050619405;Death of other causes;colon
.1;84;.6938133286690789;Death of other causes;colon
.1;85;.7584593976220648;Death of other causes;colon
.1;86;.873824299983614;Death of other causes;colon
.1;87;.9976155435677916;Death of other causes;colon
.1;88;1.126388705866961;Death of other causes;colon
.1;89;1.287055160010544;Death of other causes;colon
.1;90;1.426684043967607;Death of other causes;colon
.1;35;99.98912031003381;Alive;colon
.1;36;99.98691601284051;Alive;colon
.1;37;99.98391994861551;Alive;colon
.1;38;99.97951546095992;Alive;colon
.1;39;99.97648730701553;Alive;colon
.1;40;99.9718193430061;Alive;colon
.1;41;99.96436002936122;Alive;colon
.1;42;99.95592611924474;Alive;colon
.1;43;99.94518889516831;Alive;colon
.1;44;99.93239996242227;Alive;colon
.1;45;99.9144685450994;Alive;colon
.1;46;99.8912095867651;Alive;colon
.1;47;99.86192406647667;Alive;colon
.1;48;99.82648135231477;Alive;colon
.1;49;99.7788961847139;Alive;colon
.1;50;99.72151238159037;Alive;colon
.1;51;99.64957494055558;Alive;colon
.1;52;99.56176537189636;Alive;colon
.1;53;99.45703892287558;Alive;colon
.1;54;99.33107266716767;Alive;colon
.1;55;99.18455921259152;Alive;colon
.1;56;99.02011279064969;Alive;colon
.1;57;98.83519904787605;Alive;colon
.1;58;98.64101091422216;Alive;colon
.1;59;98.43530782042789;Alive;colon
.1;60;98.23368069045343;Alive;colon
.1;61;98.04056605649369;Alive;colon
.1;62;97.86839954761972;Alive;colon
.1;63;97.72574060392148;Alive;colon
.1;64;97.62326248221973;Alive;colon
.1;65;97.54616857723775;Alive;colon
.1;66;97.4930101392755;Alive;colon
.1;67;97.45896604643156;Alive;colon
.1;68;97.43722612918452;Alive;colon
.1;69;97.40564108244665;Alive;colon
.1;70;97.37378238276916;Alive;colon
.1;71;97.31693964866052;Alive;colon
.1;72;97.23558937142369;Alive;colon
.1;73;97.12658498412642;Alive;colon
.1;74;96.98327500939146;Alive;colon
.1;75;96.78264490591785;Alive;colon
.1;76;96.55650317660846;Alive;colon
.1;77;96.23767758770852;Alive;colon
.1;78;95.85021136637639;Alive;colon
.1;79;95.3666832396316;Alive;colon
.1;80;94.78167230455466;Alive;colon
.1;81;94.04793192114103;Alive;colon
.1;82;93.18382323938637;Alive;colon
.1;83;92.14145183149407;Alive;colon
.1;84;90.92004026017698;Alive;colon
.1;85;89.54112722053108;Alive;colon
.1;86;87.92683036003285;Alive;colon
.1;87;86.11808147965922;Alive;colon
.1;88;84.11369987227916;Alive;colon
.1;89;81.88646910205945;Alive;colon
.1;90;79.48698458963712;Alive;colon
.2;35;.0380861332339892;Death of cancer;colon
.2;36;.0466265822206913;Death of cancer;colon
.2;37;.0570910427740356;Death of cancer;colon
.2;38;.0699189340350651;Death of cancer;colon
.2;39;.0856489872515397;Death of cancer;colon
.2;40;.1049315995192291;Death of cancer;colon
.2;41;.1285599303880855;Death of cancer;colon
.2;42;.1574812242315135;Death of cancer;colon
.2;43;.1929188678109043;Death of cancer;colon
.2;44;.236291208555955;Death of cancer;colon
.2;45;.2893512951905698;Death of cancer;colon
.2;46;.3542924887636565;Death of cancer;colon
.2;47;.4336752108765801;Death of cancer;colon
.2;48;.5301478975333185;Death of cancer;colon
.2;49;.6464286038421868;Death of cancer;colon
.2;50;.7851682602063746;Death of cancer;colon
.2;51;.9490082649465313;Death of cancer;colon
.2;52;1.14053539189466;Death of cancer;colon
.2;53;1.36064166672227;Death of cancer;colon
.2;54;1.609901995551623;Death of cancer;colon
.2;55;1.887040981097092;Death of cancer;colon
.2;56;2.188661497858567;Death of cancer;colon
.2;57;2.509612711724412;Death of cancer;colon
.2;58;2.841804656833202;Death of cancer;colon
.2;59;3.174570096159581;Death of cancer;colon
.2;60;3.495577904608685;Death of cancer;colon
.2;61;3.790552713757046;Death of cancer;colon
.2;62;4.044057388952656;Death of cancer;colon
.2;63;4.243830387068406;Death of cancer;colon
.2;64;4.390667200276926;Death of cancer;colon
.2;65;4.49036235475665;Death of cancer;colon
.2;66;4.552043610652298;Death of cancer;colon
.2;67;4.586574881157322;Death of cancer;colon
.2;68;4.605726841122395;Death of cancer;colon
.2;69;4.621019273042419;Death of cancer;colon
.2;70;4.645597060424844;Death of cancer;colon
.2;71;4.691392389813576;Death of cancer;colon
.2;72;4.770997512054766;Death of cancer;colon
.2;73;4.893453537974221;Death of cancer;colon
.2;74;5.068070339866761;Death of cancer;colon
.2;75;5.305592609082253;Death of cancer;colon
.2;76;5.622794512338985;Death of cancer;colon
.2;77;6.035623420445706;Death of cancer;colon
.2;78;6.570611491580363;Death of cancer;colon
.2;79;7.255587805937513;Death of cancer;colon
.2;80;8.111038261084474;Death of cancer;colon
.2;81;9.152894711505462;Death of cancer;colon
.2;82;10.40113381715086;Death of cancer;colon
.2;83;11.86686808941578;Death of cancer;colon
.2;84;13.55788638202618;Death of cancer;colon
.2;85;15.47556231430685;Death of cancer;colon
.2;86;17.59285401071957;Death of cancer;colon
.2;87;19.88757255431569;Death of cancer;colon
.2;88;22.34092016726435;Death of cancer;colon
.2;89;24.9266511109834;Death of cancer;colon
.2;90;27.63437483179051;Death of cancer;colon
.2;35;.0097601125864744;Death of other causes;colon
.2;36;.0107120890516587;Death of other causes;colon
.2;37;.0122541094700941;Death of other causes;colon
.2;38;.0153356023094183;Death of other causes;colon
.2;39;.014021630681917;Death of other causes;colon
.2;40;.0138687412814125;Death of other causes;colon
.2;41;.0165701197331244;Death of other causes;colon
.2;42;.0177082038863649;Death of other causes;colon
.2;43;.0189272618221403;Death of other causes;colon
.2;44;.0184706294556478;Death of other causes;colon
.2;45;.0208542121249704;Death of other causes;colon
.2;46;.0242684567388762;Death of other causes;colon
.2;47;.0274138823105627;Death of other causes;colon
.2;48;.0274659860808766;Death of other causes;colon
.2;49;.0329845008330636;Death of other causes;colon
.2;50;.0351327604661586;Death of other causes;colon
.2;51;.0386966573218287;Death of other causes;colon
.2;52;.042589274872112;Death of other causes;colon
.2;53;.045131157999487;Death of other causes;colon
.2;54;.0512356455318564;Death of other causes;colon
.2;55;.0587504846630117;Death of other causes;colon
.2;56;.0632734664059481;Death of other causes;colon
.2;57;.0735871343194508;Death of other causes;colon
.2;58;.075843160376323;Death of other causes;colon
.2;59;.0866620927186181;Death of other causes;colon
.2;60;.0914257425785296;Death of other causes;colon
.2;61;.101245301282662;Death of other causes;colon
.2;62;.114529883030843;Death of other causes;colon
.2;63;.133786387555885;Death of other causes;colon
.2;64;.1401920559799552;Death of other causes;colon
.2;65;.1569270271312654;Death of other causes;colon
.2;66;.1757529586068901;Death of other causes;colon
.2;67;.1920188310499599;Death of other causes;colon
.2;68;.2033152051185645;Death of other causes;colon
.2;69;.2370574715564276;Death of other causes;colon
.2;70;.2567779198382257;Death of other causes;colon
.2;71;.2938548945486493;Death of other causes;colon
.2;72;.3302605220725257;Death of other causes;colon
.2;73;.3627260029167326;Death of other causes;colon
.2;74;.3949168966254857;Death of other causes;colon
.2;75;.4601836401060702;Death of other causes;colon
.2;76;.4785187583722636;Death of other causes;colon
.2;77;.5621638572299825;Death of other causes;colon
.2;78;.6342817393069496;Death of other causes;colon
.2;79;.7151173993539784;Death of other causes;colon
.2;80;.7856625716527892;Death of other causes;colon
.2;81;.9092580304256218;Death of other causes;colon
.2;82;1.015789067215731;Death of other causes;colon
.2;83;1.167078935549052;Death of other causes;colon
.2;84;1.333896658559103;Death of other causes;colon
.2;85;1.449563607195383;Death of other causes;colon
.2;86;1.658614321430564;Death of other causes;colon
.2;87;1.879477963497837;Death of other causes;colon
.2;88;2.104859589115925;Death of other causes;colon
.2;89;2.383170099400608;Death of other causes;colon
.2;90;2.617121117523301;Death of other causes;colon
.2;35;99.95215375417953;Alive;colon
.2;36;99.94266132872765;Alive;colon
.2;37;99.93065484775587;Alive;colon
.2;38;99.91474546365552;Alive;colon
.2;39;99.90032938206654;Alive;colon
.2;40;99.88119965919935;Alive;colon
.2;41;99.85486994987879;Alive;colon
.2;42;99.82481057188211;Alive;colon
.2;43;99.78815387036695;Alive;colon
.2;44;99.7452381619884;Alive;colon
.2;45;99.68979449268446;Alive;colon
.2;46;99.62143905449746;Alive;colon
.2;47;99.53891090681286;Alive;colon
.2;48;99.4423861163858;Alive;colon
.2;49;99.32058689532475;Alive;colon
.2;50;99.17969897932747;Alive;colon
.2;51;99.01229507773164;Alive;colon
.2;52;98.81687533323323;Alive;colon
.2;53;98.59422717527823;Alive;colon
.2;54;98.33886235891653;Alive;colon
.2;55;98.05420853423989;Alive;colon
.2;56;97.74806503573549;Alive;colon
.2;57;97.41680015395615;Alive;colon
.2;58;97.08235218279047;Alive;colon
.2;59;96.7387678111218;Alive;colon
.2;60;96.41299635281278;Alive;colon
.2;61;96.10820198496029;Alive;colon
.2;62;95.84141272801649;Alive;colon
.2;63;95.6223832253757;Alive;colon
.2;64;95.46914074374313;Alive;colon
.2;65;95.35271061811208;Alive;colon
.2;66;95.2722034307408;Alive;colon
.2;67;95.22140628779272;Alive;colon
.2;68;95.19095795375904;Alive;colon
.2;69;95.14192325540115;Alive;colon
.2;70;95.09762501973694;Alive;colon
.2;71;95.01475271563777;Alive;colon
.2;72;94.89874196587272;Alive;colon
.2;73;94.74382045910905;Alive;colon
.2;74;94.53701276350776;Alive;colon
.2;75;94.23422375081168;Alive;colon
.2;76;93.89868672928876;Alive;colon
.2;77;93.40221272232431;Alive;colon
.2;78;92.79510676911269;Alive;colon
.2;79;92.02929479470851;Alive;colon
.2;80;91.10329916726275;Alive;colon
.2;81;89.93784725806891;Alive;colon
.2;82;88.58307711563342;Alive;colon
.2;83;86.96605297503517;Alive;colon
.2;84;85.10821695941472;Alive;colon
.2;85;83.07487407849776;Alive;colon
.2;86;80.74853166784986;Alive;colon
.2;87;78.23294948218647;Alive;colon
.2;88;75.55422024361972;Alive;colon
.2;89;72.69017878961598;Alive;colon
.2;90;69.74850405068618;Alive;colon
.3;35;.1002369743037505;Death of cancer;colon
.3;36;.1197144884371544;Death of cancer;colon
.3;37;.1430054454343586;Death of cancer;colon
.3;38;.1708237577709489;Death of cancer;colon
.3;39;.204034375143796;Death of cancer;colon
.3;40;.2436629456760148;Death of cancer;colon
.3;41;.2909479238896866;Death of cancer;colon
.3;42;.3473311081965206;Death of cancer;colon
.3;43;.4146010480606009;Death of cancer;colon
.3;44;.4948663694620748;Death of cancer;colon
.3;45;.5905264953370332;Death of cancer;colon
.3;46;.7044262547732603;Death of cancer;colon
.3;47;.8398478179104046;Death of cancer;colon
.3;48;.9999866831692726;Death of cancer;colon
.3;49;1.187638283686764;Death of cancer;colon
.3;50;1.405986280569369;Death of cancer;colon
.3;51;1.657288046563512;Death of cancer;colon
.3;52;1.942349490664338;Death of cancer;colon
.3;53;2.262295196048426;Death of cancer;colon
.3;54;2.615073534107232;Death of cancer;colon
.3;55;2.997715613961407;Death of cancer;colon
.3;56;3.404900209926302;Death of cancer;colon
.3;57;3.82788219065524;Death of cancer;colon
.3;58;4.256913529375169;Death of cancer;colon
.3;59;4.678571229640738;Death of cancer;colon
.3;60;5.078314293468415;Death of cancer;colon
.3;61;5.439593362531533;Death of cancer;colon
.3;62;5.746088785428851;Death of cancer;colon
.3;63;5.984652594951458;Death of cancer;colon
.3;64;6.158084956002256;Death of cancer;colon
.3;65;6.27397116190618;Death of cancer;colon
.3;66;6.343791639538773;Death of cancer;colon
.3;67;6.380685133120475;Death of cancer;colon
.3;68;6.398590816594671;Death of cancer;colon
.3;69;6.410471560435529;Death of cancer;colon
.3;70;6.432300420807105;Death of cancer;colon
.3;71;6.477263469416052;Death of cancer;colon
.3;72;6.560472020817257;Death of cancer;colon
.3;73;6.694376099350404;Death of cancer;colon
.3;74;6.891961378582179;Death of cancer;colon
.3;75;7.167176077247703;Death of cancer;colon
.3;76;7.542986311584367;Death of cancer;colon
.3;77;8.037678689070059;Death of cancer;colon
.3;78;8.685897270623627;Death of cancer;colon
.3;79;9.520811048980073;Death of cancer;colon
.3;80;10.5632388583992;Death of cancer;colon
.3;81;11.82424958586029;Death of cancer;colon
.3;82;13.32085151052265;Death of cancer;colon
.3;83;15.05335369766774;Death of cancer;colon
.3;84;17.01789983015368;Death of cancer;colon
.3;85;19.20351786152146;Death of cancer;colon
.3;86;21.55845330403197;Death of cancer;colon
.3;87;24.04847032141082;Death of cancer;colon
.3;88;26.64629939401425;Death of cancer;colon
.3;89;29.31964185642885;Death of cancer;colon
.3;90;32.07034757990262;Death of cancer;colon
.3;35;.0146370009684851;Death of other causes;colon
.3;36;.0160639565292598;Death of other causes;colon
.3;37;.0183755125483967;Death of other causes;colon
.3;38;.0229949219325286;Death of other causes;colon
.3;39;.0210233703986163;Death of other causes;colon
.3;40;.0207925849102866;Death of other causes;colon
.3;41;.0248402057090695;Death of other causes;colon
.3;42;.0265434817968308;Death of other causes;colon
.3;43;.0283667796377804;Death of other causes;colon
.3;44;.0276782271225739;Death of other causes;colon
.3;45;.031244468602947;Death of other causes;colon
.3;46;.036351205498405;Death of other causes;colon
.3;47;.0410518483679784;Death of other causes;colon
.3;48;.0411176639415912;Death of other causes;colon
.3;49;.0493606532277631;Death of other causes;colon
.3;50;.0525543932162228;Death of other causes;colon
.3;51;.0578585556951357;Death of other causes;colon
.3;52;.0636440600877353;Death of other causes;colon
.3;53;.0674048901734349;Death of other causes;colon
.3;54;.0764732140957327;Death of other causes;colon
.3;55;.0876305945781949;Death of other causes;colon
.3;56;.094309468476125;Death of other causes;colon
.3;57;.1096007034862351;Death of other causes;colon
.3;58;.1128798650992226;Death of other causes;colon
.3;59;.1288904586476189;Death of other causes;colon
.3;60;.1358857371165454;Death of other causes;colon
.3;61;.1504007987142313;Death of other causes;colon
.3;62;.1700516533137837;Death of other causes;colon
.3;63;.19855850927174;Death of other causes;colon
.3;64;.208010345287444;Death of other causes;colon
.3;65;.2327967466063232;Death of other causes;colon
.3;66;.2606779147823898;Death of other causes;colon
.3;67;.284767752437477;Death of other causes;colon
.3;68;.3015068279006177;Death of other causes;colon
.3;69;.35152681462428;Death of other causes;colon
.3;70;.380740658460715;Death of other causes;colon
.3;71;.4356608119274426;Death of other causes;colon
.3;72;.4895399540005183;Death of other causes;colon
.3;73;.5375223801724621;Death of other causes;colon
.3;74;.5850199163468687;Death of other causes;colon
.3;75;.6813040278366591;Death of other causes;colon
.3;76;.7080400137880895;Death of other causes;colon
.3;77;.8310086933717278;Death of other causes;colon
.3;78;.9364379060633553;Death of other causes;colon
.3;79;1.054170563851363;Death of other causes;colon
.3;80;1.155938156974852;Death of other causes;colon
.3;81;1.334548265695913;Death of other causes;colon
.3;82;1.486739246502564;Death of other causes;colon
.3;83;1.702513743678767;Death of other causes;colon
.3;84;1.938338373908745;Death of other causes;colon
.3;85;2.097646931621743;Death of other causes;colon
.3;86;2.388797941860028;Death of other causes;colon
.3;87;2.693515945975502;Death of other causes;colon
.3;88;3.000915765880391;Death of other causes;colon
.3;89;3.37845825170638;Death of other causes;colon
.3;90;3.689762631845168;Death of other causes;colon
.3;35;99.88512602472777;Alive;colon
.3;36;99.86422155503358;Alive;colon
.3;37;99.83861904201724;Alive;colon
.3;38;99.80618132029653;Alive;colon
.3;39;99.77494225445759;Alive;colon
.3;40;99.7355444694137;Alive;colon
.3;41;99.68421187040124;Alive;colon
.3;42;99.62612541000665;Alive;colon
.3;43;99.55703217230162;Alive;colon
.3;44;99.47745540341535;Alive;colon
.3;45;99.37822903606002;Alive;colon
.3;46;99.25922253972833;Alive;colon
.3;47;99.11910033372162;Alive;colon
.3;48;98.95889565288914;Alive;colon
.3;49;98.76300106308548;Alive;colon
.3;50;98.54145932621441;Alive;colon
.3;51;98.28485339774136;Alive;colon
.3;52;97.99400644924793;Alive;colon
.3;53;97.67029991377814;Alive;colon
.3;54;97.30845325179703;Alive;colon
.3;55;96.91465379146041;Alive;colon
.3;56;96.50079032159758;Alive;colon
.3;57;96.06251710585852;Alive;colon
.3;58;95.63020660552561;Alive;colon
.3;59;95.19253831171164;Alive;colon
.3;60;94.78579996941504;Alive;colon
.3;61;94.41000583875423;Alive;colon
.3;62;94.08385956125737;Alive;colon
.3;63;93.81678889577681;Alive;colon
.3;64;93.6339046987103;Alive;colon
.3;65;93.4932320914875;Alive;colon
.3;66;93.39553044567883;Alive;colon
.3;67;93.33454711444205;Alive;colon
.3;68;93.29990235550471;Alive;colon
.3;69;93.2380016249402;Alive;colon
.3;70;93.18695892073218;Alive;colon
.3;71;93.08707571865651;Alive;colon
.3;72;92.94998802518222;Alive;colon
.3;73;92.76810152047713;Alive;colon
.3;74;92.52301870507095;Alive;colon
.3;75;92.15151989491564;Alive;colon
.3;76;91.74897367462755;Alive;colon
.3;77;91.13131261755821;Alive;colon
.3;78;90.37766482331303;Alive;colon
.3;79;89.42501838716856;Alive;colon
.3;80;88.28082298462596;Alive;colon
.3;81;86.8412021484438;Alive;colon
.3;82;85.19240924297479;Alive;colon
.3;83;83.24413255865349;Alive;colon
.3;84;81.04376179593757;Alive;colon
.3;85;78.6988352068568;Alive;colon
.3;86;76.05274875410799;Alive;colon
.3;87;73.25801373261368;Alive;colon
.3;88;70.35278484010536;Alive;colon
.3;89;67.30189989186476;Alive;colon
.3;90;64.23988978825221;Alive;colon
.4;35;.1889526572946854;Death of cancer;colon
.4;36;.2220254748043291;Death of cancer;colon
.4;37;.2608596081288213;Death of cancer;colon
.4;38;.306453421271108;Death of cancer;colon
.4;39;.3599769212214936;Death of cancer;colon
.4;40;.4227692939830333;Death of cancer;colon
.4;41;.4964188816175604;Death of cancer;colon
.4;42;.5827940262022226;Death of cancer;colon
.4;43;.684137527480119;Death of cancer;colon
.4;44;.8028376688011011;Death of cancer;colon
.4;45;.9417542471946982;Death of cancer;colon
.4;46;1.104202657168578;Death of cancer;colon
.4;47;1.294117427793834;Death of cancer;colon
.4;48;1.514680558891813;Death of cancer;colon
.4;49;1.768822495487336;Death of cancer;colon
.4;50;2.058866106324055;Death of cancer;colon
.4;51;2.386086712513179;Death of cancer;colon
