tt;age;netsurv;site
.8;43;98.0526594994187;colon
.8;44;97.7938828316999;colon
.8;45;97.50208184794356;colon
.8;46;97.17342815704124;colon
.8;47;96.80412342403932;colon
.8;48;96.39185213147606;colon
.8;49;95.93543884668257;colon
.8;50;95.4348463353268;colon
.8;51;94.89146800366487;colon
.8;52;94.30840291041918;colon
.8;53;93.69068563820053;colon
.8;54;93.04544177345451;colon
.8;55;92.38194222880939;colon
.8;56;91.71153663514259;colon
.8;57;91.04745700184574;colon
.8;58;90.40449611229671;colon
.8;59;89.79857809048811;colon
.8;60;89.24624834778984;colon
.8;61;88.76411434492229;colon
.8;62;88.3682662588229;colon
.8;63;88.06970277643943;colon
.8;64;87.86138384792281;colon
.8;65;87.72966573242061;colon
.8;66;87.65902248831061;colon
.8;67;87.63278472498763;colon
.8;68;87.63369996597757;colon
.8;69;87.64431049112392;colon
.8;70;87.64714745445787;colon
.8;71;87.62474101358033;colon
.8;72;87.55881884328282;colon
.8;73;87.42802688104058;colon
.8;74;87.20911955419975;colon
.8;75;86.87663070826439;colon
.8;76;86.40165930641072;colon
.8;77;85.75042996949858;colon
.8;78;84.88272922090189;colon
.8;79;83.75954290434888;colon
.8;80;82.37328508609485;colon
.8;81;80.7289129051573;colon
.8;82;78.83935663427536;colon
.8;83;76.72823364746216;colon
.8;84;74.43051171413704;colon
.8;85;71.99029439507369;colon
.8;86;69.4557440173506;colon
.8;87;66.86616783526611;colon
.8;88;64.22654716028792;colon
.8;89;61.52269106289479;colon
.8;90;58.72787211642889;colon
.8999999999999999;35;99.13915251612383;colon
.8999999999999999;36;99.02698590481116;colon
.8999999999999999;37;98.90045282999952;colon
.8999999999999999;38;98.75778221111129;colon
.8999999999999999;39;98.59700375162627;colon
.8999999999999999;40;98.41593087616477;colon
.8999999999999999;41;98.21214377294771;colon
.8999999999999999;42;97.9829731125381;colon
.8999999999999999;43;97.72548520108295;colon
.8999999999999999;44;97.4364695518989;colon
.8999999999999999;45;97.112430125378;colon
.8999999999999999;46;96.74958179333471;colon
.8999999999999999;47;96.34425429816285;colon
.8999999999999999;48;95.89447485219588;colon
.8999999999999999;49;95.39954672318704;colon
.8999999999999999;50;94.86000838846293;colon
.8999999999999999;51;94.27790887786601;colon
.8999999999999999;52;93.65705523132442;colon
.8999999999999999;53;93.00320524096327;colon
.8999999999999999;54;92.32417882091497;colon
.8999999999999999;55;91.62986552936995;colon
.8999999999999999;56;90.93211404309051;colon
.8999999999999999;57;90.24450083297401;colon
.8999999999999999;58;89.58198797725257;colon
.8999999999999999;59;88.96049138071335;colon
.8999999999999999;60;88.39638804388703;colon
.8999999999999999;61;87.90599261662481;colon
.8999999999999999;62;87.50502883017563;colon
.8999999999999999;63;87.2040551067588;colon
.8999999999999999;64;86.99543229203334;colon
.8999999999999999;65;86.86501606221725;colon
.8999999999999999;66;86.79690907832708;colon
.8999999999999999;67;86.77415688783239;colon
.8999999999999999;68;86.77927292745706;colon
.8999999999999999;69;86.79459246430746;colon
.8999999999999999;70;86.80245607514571;colon
.8999999999999999;71;86.7852229255801;colon
.8999999999999999;72;86.72430758870311;colon
.8999999999999999;73;86.5973911527103;colon
.8999999999999999;74;86.3801711678052;colon
.8999999999999999;75;86.04623602023857;colon
.8999999999999999;76;85.56588660394137;colon
.8999999999999999;77;84.90475803574849;colon
.8999999999999999;78;84.02236282871314;colon
.8999999999999999;79;82.88022756947761;colon
.8999999999999999;80;81.4731529340156;colon
.8999999999999999;81;79.80913024189911;colon
.8999999999999999;82;77.90417366136333;colon
.8999999999999999;83;75.78456776847032;colon
.8999999999999999;84;73.48689269616399;colon
.8999999999999999;85;71.05518298742584;colon
.8999999999999999;86;68.53554262589499;colon
.8999999999999999;87;65.96354133589757;colon
.8999999999999999;88;63.33966739857625;colon
.8999999999999999;89;60.64557472676722;colon
.8999999999999999;90;57.85173001786965;colon
1;35;98.98181412579449;colon
1;36;98.8539102527568;colon
1;37;98.7102613296161;colon
1;38;98.54901515098055;colon
1;39;98.36812455703074;colon
1;40;98.16533309642928;colon
1;41;97.93816140589388;colon
1;42;97.68389495736824;colon
1;43;97.39957400626609;colon
1;44;97.08198678739193;colon
1;45;96.72766724794789;colon
1;46;96.3328988751982;colon
1;47;95.89415981060264;colon
1;48;95.40982346115304;colon
1;49;94.87965865066836;colon
1;50;94.30474916341247;colon
1;51;93.68775057637538;colon
1;52;93.03311033112183;colon
1;53;92.3472254911679;colon
1;54;91.63851427892897;colon
1;55;90.91738301350992;colon
1;56;90.19607922320316;colon
1;57;89.48843326403968;colon
1;58;88.80950265709704;colon
1;59;88.17514305048915;colon
1;60;87.60153494030149;colon
1;61;87.10469469680527;colon
1;62;86.69999206765139;colon
1;63;86.3975787659499;colon
1;64;86.18929002239227;colon
1;65;86.06055108179234;colon
1;66;85.99515047496227;colon
1;67;85.9758966986323;colon
1;68;85.98511123361953;colon
1;69;86.00496084756668;colon
1;70;86.01763115133282;colon
1;71;86.00534202183512;colon
1;72;85.94924688413316;colon
1;73;85.82621298157804;colon
1;74;85.61105278899302;colon
1;75;85.27657905732475;colon
1;76;84.79246731832741;colon
1;77;84.12394227425992;colon
1;78;83.23042588606052;colon
1;79;82.07409431408749;colon
1;80;80.65193348524316;colon
1;81;78.97459039549851;colon
1;82;77.06064286483971;colon
1;83;74.9383988676591;colon
1;84;72.64537015988208;colon
1;85;70.22496493635501;colon
1;86;67.72099309268346;colon
1;87;65.16552844069237;colon
1;88;62.55528802012883;colon
1;89;59.86880447448566;colon
1;90;57.0748716250562;colon
1.1;35;98.82120233957703;colon
1.1;36;98.67784598786838;colon
1.1;37;98.51745932760282;colon
1.1;38;98.33812335629153;colon
1.1;39;98.13772966908914;colon
1.1;40;97.9139687746729;colon
1.1;41;97.66431966574542;colon
1.1;42;97.38604135263044;colon
1.1;43;97.07616724199954;colon
1.1;44;96.73150343923244;colon
1.1;45;96.34863226870634;colon
1.1;46;95.9239225340031;colon
1.1;47;95.45401250357115;colon
1.1;48;94.93761873813669;colon
1.1;49;94.37495872009556;colon
1.1;50;93.7676308301579;colon
1.1;51;93.11885207883466;colon
1.1;52;92.43365153636815;colon
1.1;53;91.71899542654644;colon
1.1;54;90.98382276189795;colon
1.1;55;90.23897698789395;colon
1.1;56;89.49702882950868;colon
1.1;57;88.77199694868871;colon
1.1;58;88.07898397240223;colon
1.1;59;87.43375356085278;colon
1.1;60;86.85227750516782;colon
1.1;61;86.35027945114649;colon
1.1;62;85.94279415931017;colon
1.1;63;85.639599846905;colon
1.1;64;85.43206403725911;colon
1.1;65;85.30523367660025;colon
1.1;66;85.2426238477279;colon
1.1;67;85.22683859015328;colon
1.1;68;85.24003494867935;colon
1.1;69;85.26423566021947;colon
1.1;70;85.28149349606093;colon
1.1;71;85.27390809910146;colon
1.1;72;85.22240886582757;colon
1.1;73;85.10317237678336;colon
1.1;74;84.89026633243418;colon
1.1;75;84.55586436481694;colon
1.1;76;84.06915212688585;colon
1.1;77;83.39507949716548;colon
1.1;78;82.49310947680675;colon
1.1;79;81.32612954938313;colon
1.1;80;79.89311825347747;colon
1.1;81;78.20704508324663;colon
1.1;82;76.28861559257358;colon
1.1;83;74.1676505300848;colon
1.1;84;71.88209094449044;colon
1.1;85;69.47435887351472;colon
1.1;86;66.98589998712377;colon
1.1;87;64.44560215132694;colon
1.1;88;61.84706033678528;colon
1.1;89;59.16651789687148;colon
1.1;90;56.37192754458952;colon
1.2;35;98.65840178718702;colon
1.2;36;98.49990328661757;colon
1.2;37;98.32317181910764;colon
1.2;38;98.12623317240411;colon
1.2;39;97.90693017046709;colon
1.2;40;97.66291354330954;colon
1.2;41;97.39163452462583;colon
1.2;42;97.09033992540269;colon
1.2;43;96.75607059349957;colon
1.2;44;96.38566434643847;colon
1.2;45;95.97576465155689;colon
1.2;46;95.52283651432509;colon
1.2;47;95.02368453885212;colon
1.2;48;94.47736180093668;colon
1.2;49;93.88451624152961;colon
1.2;50;93.24723152721221;colon
1.2;51;92.56924558275259;colon
1.2;52;91.85611839804177;colon
1.2;53;91.11532673906791;colon
1.2;54;90.35626738721395;colon
1.2;55;89.5901579566321;colon
1.2;56;88.82983440911784;colon
1.2;57;88.08945548605089;colon
1.2;58;87.38413423604298;colon
1.2;59;86.72952342374272;colon
1.2;60;86.14138323150901;colon
1.2;61;85.63515577201447;colon
1.2;62;85.22556225420931;colon
1.2;63;84.92203854451711;colon
1.2;64;84.7155307229672;colon
1.2;65;84.59074694967495;colon
1.2;66;84.53095833907163;colon
1.2;67;84.51858694619405;colon
1.2;68;84.53564349565744;colon
1.2;69;84.56402223256551;colon
1.2;70;84.58565671835144;colon
1.2;71;84.58253754795905;colon
1.2;72;84.53539732075978;colon
1.2;73;84.41982406487752;colon
1.2;74;84.20925710987595;colon
1.2;75;83.87534270968231;colon
1.2;76;83.38688506382643;colon
1.2;77;82.70866397609744;colon
1.2;78;81.8002793299251;colon
1.2;79;80.62536138501275;colon
1.2;80;79.18470145712165;colon
1.2;81;77.49329921498644;colon
1.2;82;75.5736214019837;colon
1.2;83;73.45659349810902;colon
1.2;84;71.18021278985775;colon
1.2;85;68.78568818672983;colon
1.2;86;66.31212847522021;colon
1.2;87;63.78556410230284;colon
1.2;88;61.19703487288414;colon
1.2;89;58.5211605197731;colon
1.2;90;55.72566449259072;colon
1.3;35;98.49426373358176;colon
1.3;36;98.32094280774888;colon
1.3;37;98.12825909117969;colon
1.3;38;97.91419258451583;colon
1.3;39;97.67654736699731;colon
1.3;40;97.41294491071685;colon
1.3;41;97.12081953935342;colon
1.3;42;96.79741680515494;colon
1.3;43;96.43979570610749;colon
1.3;44;96.04483582178516;colon
1.3;45;95.60925060366571;colon
1.3;46;95.12960820181168;colon
1.3;47;94.60288221226139;colon
1.3;48;94.02845372896439;colon
1.3;49;93.40738297747689;colon
1.3;50;92.74221173784973;colon
1.3;51;92.0371628695779;colon
1.3;52;91.29828362111408;colon
1.3;53;90.53351209881245;colon
1.3;54;89.75265119288565;colon
1.3;55;88.96724233517673;colon
1.3;56;88.19034170258449;colon
1.3;57;87.43621214550529;colon
1.3;58;86.71995306298395;colon
1.3;59;86.05709563851711;colon
1.3;60;85.463190972386;colon
1.3;61;84.95341349968744;colon
1.3;62;84.5421926677932;colon
1.3;63;84.23865047274406;colon
1.3;64;84.03334900668941;colon
1.3;65;83.91068811927538;colon
1.3;66;83.85371668107899;colon
1.3;67;83.84469042540607;colon
1.3;68;83.86548567427772;colon
1.3;69;83.89787791226203;colon
1.3;70;83.92368965070823;colon
1.3;71;83.92480862981851;colon
1.3;72;83.88179108888475;colon
1.3;73;83.76972231015547;colon
1.3;74;83.56151113898753;colon
1.3;75;83.22836930958712;colon
1.3;76;82.73880778868815;colon
1.3;77;82.05751855663344;colon
1.3;78;81.14430886615931;colon
1.3;79;79.96356325991376;colon
1.3;80;78.51771985904671;colon
1.3;81;76.82355180555395;colon
1.3;82;74.90497724313637;colon
1.3;83;72.79369795086451;colon
1.3;84;70.52748942834224;colon
1.3;85;68.1462112385493;colon
1.3;86;65.68671954773365;colon
1.3;87;63.17250991639267;colon
1.3;88;60.59255542742785;colon
1.3;89;57.9203846580349;colon
1.3;90;55.12394301390703;colon
1.4;35;98.32945868740818;colon
1.4;36;98.14163423562377;colon
1.4;37;97.93338130365439;colon
1.4;38;97.70264181195964;colon
1.4;39;97.44718920728418;colon
1.4;40;97.16462411022773;colon
1.4;41;96.85237247506738;colon
1.4;42;96.50768704987486;colon
1.4;43;96.12765305830186;colon
1.4;44;95.70919915947501;colon
1.4;45;95.24911487004924;colon
1.4;46;94.74407573915346;colon
1.4;47;94.19122473502458;colon
1.4;48;93.59026165953223;colon
1.4;49;92.94264157319296;colon
1.4;50;92.25133957461564;colon
1.4;51;91.52103167308935;colon
1.4;52;90.75821473935034;colon
1.4;53;89.97124669460025;colon
1.4;54;89.17029381743407;colon
1.4;55;88.36718062822173;colon
1.4;56;87.5751480843083;colon
1.4;57;86.80853596698002;colon
1.4;58;86.08241326407943;colon
1.4;59;85.41218421822774;colon
1.4;60;84.81319649270522;colon
1.4;61;84.30037171085897;colon
1.4;62;83.88786866569792;colon
1.4;63;83.58452122056275;colon
1.4;64;83.38053818695141;colon
1.4;65;83.26003498152487;colon
1.4;66;83.20585447207033;colon
1.4;67;83.20009705443059;colon
1.4;68;83.22451240083151;colon
1.4;69;83.26076312222715;colon
1.4;70;83.29056526125373;colon
1.4;71;83.29570668547456;colon
1.4;72;83.25658291791936;colon
1.4;73;83.14784944772501;colon
1.4;74;82.94196790594199;colon
1.4;75;82.6097936680016;colon
1.4;76;82.11961724720518;colon
1.4;77;81.43610823527871;colon
1.4;78;80.51933331724491;colon
1.4;79;79.33442947418413;colon
1.4;80;77.88532922833417;colon
1.4;81;76.19035316149811;colon
1.4;82;74.27460756183665;colon
1.4;83;72.17030448863359;colon
1.4;84;69.91479049597602;colon
1.4;85;67.54650241106562;colon
1.4;86;65.10016036652343;colon
1.4;87;62.5970299932663;colon
1.4;88;60.0244360698969;colon
1.4;89;57.35524279778829;colon
1.4;90;54.55795070364968;colon
1.5;35;98.16451609604961;colon
1.5;36;97.96249982261705;colon
1.5;37;97.73904585292816;colon
1.5;38;97.49206436820246;colon
1.5;39;97.21930478933541;colon
1.5;40;96.9183536501619;colon
1.5;41;96.58663530845665;colon
1.5;42;96.22141628787297;colon
1.5;43;95.81981416174548;colon
1.5;44;95.37881200291051;colon
1.5;45;94.89527952196161;colon
