tt;age;netsurv;site
1.5;46;94.36600208500711;colon
1.5;47;93.78829097454494;colon
1.5;48;93.16215520179742;colon
1.5;49;92.48942827739438;colon
1.5;50;91.77349618720244;colon
1.5;51;91.01946005364499;colon
1.5;52;90.23423382910801;colon
1.5;53;89.4265599806119;colon
1.5;54;88.60693252971032;colon
1.5;55;87.78742577196563;colon
1.5;56;86.98143720379569;colon
1.5;57;86.20336275561142;colon
1.5;58;85.46822934384853;colon
1.5;59;84.7913123784985;colon
1.5;60;84.18776344761599;colon
1.5;61;83.67226632339109;colon
1.5;62;83.25872908794686;colon
1.5;63;82.95572061773009;colon
1.5;64;82.75312191789962;colon
1.5;65;82.63478294777887;colon
1.5;66;82.58335286379972;colon
1.5;67;82.58078443713765;colon
1.5;68;82.60870560043406;colon
1.5;69;82.648669398823;colon
1.5;70;82.68228762038284;colon
1.5;71;82.69124916156568;colon
1.5;72;82.65580101210249;colon
1.5;73;82.55023151779017;colon
1.5;74;82.34662663584355;colon
1.5;75;82.01555189121321;colon
1.5;76;81.52513808190903;colon
1.5;77;80.84008500753038;colon
1.5;78;79.92075718041217;colon
1.5;79;78.73303314553188;colon
1.5;80;77.28220012826095;colon
1.5;81;75.58792643357562;colon
1.5;82;73.67628161028972;colon
1.5;83;71.57977144787058;colon
1.5;84;69.33515996008543;colon
1.5;85;66.97943179601231;colon
1.5;86;64.54530482906286;colon
1.5;87;62.05209729885303;colon
1.5;88;59.48584343350615;colon
1.5;89;56.8190860656935;colon
1.5;90;54.02112649129225;colon
1.6;35;97.99985453953086;colon
1.6;36;97.7839471002814;colon
1.6;37;97.54564251845299;colon
1.6;38;97.28282448411022;colon
1.6;39;96.99322380807715;colon
1.6;40;96.67441841941796;colon
1.6;41;96.32383648954308;colon
1.6;42;95.93876347387904;colon
1.6;43;95.51635396368098;colon
1.6;44;95.05364933187937;colon
1.6;45;94.54760222633672;colon
1.6;46;93.9951089960052;colon
1.6;47;93.39364729592502;colon
1.6;48;92.74352602738041;colon
1.6;49;92.04694196822865;colon
1.6;50;91.30767178755082;colon
1.6;51;90.53121697419687;colon
1.6;52;89.72488031153493;colon
1.6;53;88.89775865428511;colon
1.6;54;88.06064375780342;colon
1.6;55;87.22583214989315;colon
1.6;56;86.4068550848788;colon
1.6;57;85.61814857288321;colon
1.6;58;84.87468939891616;colon
1.6;59;84.19162450637045;colon
1.6;60;83.58391763102672;colon
1.6;61;83.06602925548772;colon
1.6;62;82.6516353474201;colon
1.6;63;82.34906059124263;colon
1.6;64;82.14787955520009;colon
1.6;65;82.03169201805179;colon
1.6;66;81.98296282425797;colon
1.6;67;81.98350251025592;colon
1.6;68;82.01482021444329;colon
1.6;69;82.05836097679924;colon
1.6;70;82.09563296879729;colon
1.6;71;82.10822566784428;colon
1.6;72;82.07624716186402;colon
1.6;73;81.97367292244539;colon
1.6;74;81.77227522261963;colon
1.6;75;81.44238685552538;colon
1.6;76;80.95203008485655;colon
1.6;77;80.26597753115965;colon
1.6;78;79.34491960828612;colon
1.6;79;78.15545942160571;colon
1.6;80;76.70411085469202;colon
1.6;81;75.01171283545614;colon
1.6;82;73.1051051644482;colon
1.6;83;71.0169104482293;colon
1.6;84;68.78319755212982;colon
1.6;85;66.43950045644337;colon
1.6;86;64.01667633333592;colon
1.6;87;61.53235480200484;colon
1.6;88;58.9715854524694;colon
1.6;89;56.30686613823597;colon
1.6;90;53.50847908832244;colon
1.7;35;97.83580488949404;colon
1.7;36;97.60629369450101;colon
1.7;37;97.35346983241672;colon
1.7;38;97.07519487152189;colon
1.7;39;96.76918548119092;colon
1.7;40;96.43301545951;colon
1.7;41;96.06412114464716;colon
1.7;42;95.65981099253253;colon
1.7;43;95.21728018867813;colon
1.7;44;94.73363123145914;colon
1.7;45;94.20590146555547;colon
1.7;46;93.63109854133981;colon
1.7;47;93.00686402954652;colon
1.7;48;92.33379778997551;colon
1.7;49;91.61444590950754;colon
1.7;50;90.85295757467745;colon
1.7;51;90.05521275357457;colon
1.7;52;89.22887841704579;colon
1.7;53;88.38337983951796;colon
1.7;54;87.5297810217385;colon
1.7;55;86.68057771196908;colon
1.7;56;85.84941633077602;colon
1.7;57;85.05076041015637;colon
1.7;58;84.2995311082019;colon
1.7;59;83.61074872800471;colon
1.7;60;82.99919771568047;colon
1.7;61;82.47912917679695;colon
1.7;62;82.06400418878404;colon
1.7;63;81.76192195230871;colon
1.7;64;81.5621687130749;colon
1.7;65;81.4481065149584;colon
1.7;66;81.40202314035643;colon
1.7;67;81.40559060916095;colon
1.7;68;81.44020083874238;colon
1.7;69;81.4871912336463;colon
1.7;70;81.52796593532491;colon
1.7;71;81.54401368456057;colon
1.7;72;81.51531138177145;colon
1.7;73;81.41556898658595;colon
1.7;74;81.21629919871968;colon
1.7;75;80.88765152268968;colon
1.7;76;80.39758316433735;colon
1.7;77;79.71097428880167;colon
1.7;78;78.78886137370486;colon
1.7;79;77.59855094141747;colon
1.7;80;76.14766607152168;colon
1.7;81;74.45805872688706;colon
1.7;82;72.55717263902885;colon
1.7;83;70.4776024086662;colon
1.7;84;68.25464085296059;colon
1.7;85;65.92239465583255;colon
1.7;86;63.51000376321129;colon
1.7;87;61.03364460416599;colon
1.7;88;58.47764398432243;colon
1.7;89;55.81467791316298;colon
1.7;90;53.01614026817717;colon
1.8;35;97.67263153806979;colon
1.8;36;97.42978997774743;colon
1.8;37;97.16275908169791;colon
1.8;38;96.86938195776901;colon
1.8;39;96.54736484716135;colon
1.8;40;96.19428109586339;colon
1.8;41;95.80757873927068;colon
1.8;42;95.38459246905255;colon
1.8;43;94.92256082007502;colon
1.8;44;94.41864946305054;colon
1.8;45;93.86998150256822;colon
1.8;46;93.27367564366965;colon
1.8;47;92.62753464441501;colon
1.8;48;91.93244088316337;colon
1.8;49;91.1912769741274;colon
1.8;50;90.40854827945499;colon
1.8;51;89.59049382065729;colon
1.8;52;88.74512313560665;colon
1.8;53;87.88216738795455;colon
1.8;54;87.01294097393003;colon
1.8;55;86.15011942822277;colon
1.8;56;85.3074489830217;colon
1.8;57;84.49941077068158;colon
1.8;58;83.74086666204501;colon
1.8;59;83.04671307263521;colon
1.8;60;82.43156374464583;colon
1.8;61;81.90947356056941;colon
1.8;62;81.49370461556256;colon
1.8;63;81.19214750698472;colon
1.8;64;80.99381567601588;colon
1.8;65;80.88184369405398;colon
1.8;66;80.83834792278697;colon
1.8;67;80.84486437639423;colon
1.8;68;80.88266836858278;colon
1.8;69;80.93298923418644;colon
1.8;70;80.97712598266412;colon
1.8;71;80.99646475963452;colon
1.8;72;80.97085753732597;colon
1.8;73;80.87379038062825;colon
1.8;74;80.67656396569227;colon
1.8;75;80.34918760970724;colon
1.8;76;79.85959065020154;colon
1.8;77;79.17278920274411;colon
1.8;78;78.25017982617678;colon
1.8;79;77.0597485503076;colon
1.8;80;75.61011972271136;colon
1.8;81;73.92401763253712;colon
1.8;82;72.02934611636867;colon
1.8;83;69.95855317279637;colon
1.8;84;67.7460994627116;colon
1.8;85;65.42470321758478;colon
1.8;86;63.02192898085232;colon
1.8;87;60.55271344256729;colon
1.8;88;58.00088513812769;colon
1.8;89;55.33947856053828;colon
1.8;90;52.54109226952165;colon
1.9;35;97.51069720113551;colon
1.9;36;97.25479938444124;colon
1.9;37;96.97387133341961;colon
1.9;38;96.66574086415075;colon
1.9;39;96.32810697540599;colon
1.9;40;95.95854568307026;colon
1.9;41;95.55451967244727;colon
1.9;42;95.11339251963918;colon
1.9;43;94.63244828534484;colon
1.9;44;94.10891731091242;colon
1.9;45;93.54000903381119;colon
1.9;46;92.92295257103164;colon
1.9;47;92.25570893662125;colon
1.9;48;91.53943485445301;colon
1.9;49;90.77733741224256;colon
1.9;50;89.97426298631794;colon
1.9;51;89.13679185302446;colon
1.9;52;88.27325651763516;colon
1.9;53;87.39367381192739;colon
1.9;54;86.50958912233018;colon
1.9;55;85.63384072712319;colon
1.9;56;84.78026145091444;colon
1.9;57;83.96334179624395;colon
1.9;58;83.19788178824926;colon
1.9;59;82.49865714184979;colon
1.9;60;81.88011925153985;colon
1.9;61;81.35613912592154;colon
1.9;62;80.93979456926115;colon
1.9;63;80.63878296705853;colon
1.9;64;80.44185885109161;colon
1.9;65;80.33193838660273;colon
1.9;66;80.29097139847535;colon
1.9;67;80.30035995838425;colon
1.9;68;80.34126314544153;colon
1.9;69;80.39480166848718;colon
1.9;70;80.44216828151586;colon
1.9;71;80.46464478099719;colon
1.9;72;80.44196381085307;colon
1.9;73;80.34742492215288;colon
1.9;74;80.15215939161907;colon
1.9;75;79.82607467702697;colon
1.9;76;79.3371046480538;colon
1.9;77;78.65042486052948;colon
1.9;78;77.7278010580699;colon
1.9;79;76.53787241930323;colon
1.9;80;75.09016361362906;colon
1.9;81;73.40814361083943;colon
1.9;82;71.52005057670682;colon
1.9;83;69.4580888778878;colon
1.9;84;67.25585171121038;colon
1.9;85;64.94472112311192;colon
1.9;86;62.55082755653326;colon
1.9;87;60.08806429039723;colon
1.9;88;57.5399567602126;colon
1.9;89;54.88004444167446;colon
1.9;90;52.08219346820058;colon
2;35;97.35052243232879;colon
2;36;97.08186183221613;colon
2;37;96.78736480548669;colon
2;38;96.46484672249858;colon
2;39;96.11200217057423;colon
2;40;95.72641257279744;colon
2;41;95.30555780663305;colon
2;42;94.84683255187674;colon
2;43;94.34756813302261;colon
2;44;93.80506062659077;colon
2;45;93.21660596542407;colon
2;46;92.57954267255083;colon
2;47;91.89198680861151;colon
2;48;91.15536117383706;colon
2;49;90.37318544609901;colon
2;50;89.55063232842288;colon
2;51;88.6946063422677;colon
2;52;87.81374444307481;colon
2;53;86.91833022620811;colon
2;54;86.02012211677298;colon
2;55;85.13210555746082;colon
2;56;84.26818807632574;colon
2;57;83.44286237293498;colon
2;58;82.67086473735189;colon
2;59;81.96685358163273;colon
2;60;81.3451260482168;colon
2;61;80.81938093758914;colon
2;62;80.4025254532762;colon
2;63;80.10207804496393;colon
2;64;79.9065474363435;colon
2;65;79.798640058732;colon
2;66;79.76014399862527;colon
2;67;79.77232958866627;colon
2;68;79.8162403363049;colon
2;69;79.87288816839066;colon
2;70;79.92335895196476;colon
2;71;79.94882898500499;colon
2;72;79.92891715324178;colon
2;73;79.83677086368697;colon
2;74;79.64339101193201;colon
2;75;79.31861798989847;colon
2;76;78.83041895147915;colon
2;77;78.14414847634623;colon
2;78;77.22194649968293;colon
2;79;76.03307660831918;colon
2;80;74.58786772422911;colon
2;81;72.91041605832208;colon
2;82;71.0291833731446;colon
2;83;68.97605213801823;colon
2;84;66.78373157866635;colon
2;85;64.48233279489375;colon
2;86;62.09669458803948;colon
2;87;59.63984991951581;colon
2;88;57.09519255876268;colon
2;89;54.43688528665752;colon
2;90;51.64009851429371;colon
2.1;35;97.19257849618027;colon
2.1;36;96.91146504810035;colon
2.1;37;96.60374257399997;colon
2.1;38;96.26721653662077;colon
2.1;39;95.89957960443562;colon
2.1;40;95.49842097818231;colon
2.1;41;95.06123987820514;colon
2.1;42;94.5854638971291;colon
2.1;43;94.06847294149283;colon
2.1;44;93.50762947078744;colon
2.1;45;92.90031567878155;colon
2.1;46;92.24397813325702;colon
2.1;47;91.53688445619559;colon
2.1;48;90.78071516073872;colon
2.1;49;89.97929079132972;colon
2.1;50;89.13809613617362;colon
2.1;51;88.26434369599578;colon
2.1;52;87.36695738253344;colon
2.1;53;86.45646989981161;colon
2.1;54;85.54483614821849;colon
2.1;55;84.64517456669104;colon
2.1;56;83.77145680105519;colon
2.1;57;82.93817164248581;colon
2.1;58;82.15999048313839;colon
2.1;59;81.45145814923396;colon
2.1;60;80.82672552417057;colon
2.1;61;80.29933038209545;colon
2.1;62;79.88202224180721;colon
2.1;63;79.58215397245367;colon
2.1;64;79.38800079945003;colon
2.1;65;79.28206760446915;colon
2.1;66;79.24598531014956;colon
2.1;67;79.26089468511805;colon
2.1;68;79.3077244340849;colon
2.1;69;79.36737774584529;colon
2.1;70;79.42083324946428;colon
2.1;71;79.44916097249057;colon
2.1;72;79.43187141270931;colon
2.1;73;79.34199132320542;colon
2.1;74;79.15042683245174;colon
2.1;75;78.82698275285821;colon
2.1;76;78.33968493899752;colon
2.1;77;77.65408315203005;colon
2.1;78;76.73269317538021;colon
2.1;79;75.54537286219585;colon
2.1;80;74.10316487248629;colon
2.1;81;72.43068562687375;colon
2.1;82;70.55652418043438;colon
2.1;83;68.5121798171936;colon
2.1;84;66.32947709256592;colon
2.1;85;64.0373306923882;colon
2.1;86;61.65942812990568;colon
2.1;87;59.20811034309374;colon
2.1;88;56.66678784036042;colon
2.1;89;54.01033954959455;colon
2.1;90;51.2152547003986;colon
2.2;35;97.03727553087718;colon
2.2;36;96.74403164998839;colon
2.2;37;96.42343847499394;colon
2.2;38;96.07329380025908;colon
2.2;39;95.69129054110984;colon
2.2;40;95.27502769353954;colon
2.2;41;94.8220255964665;colon
2.2;42;94.32974617325438;colon
2.2;43;93.79561883199304;colon
2.2;44;93.21707266867801;colon
2.2;45;92.59157552968828;colon
2.2;46;91.91668033326361;colon
2.2;47;91.19080252651204;colon
2.2;48;90.41587191800353;colon
2.2;49;89.5959983922514;colon
2.2;50;88.73696505304081;colon
2.2;51;87.84627687053785;colon
2.2;52;86.9331282399021;colon
2.2;53;86.00828455332001;colon
2.2;54;85.08388198761516;colon
2.2;55;84.17315919588188;colon
2.2;56;83.29014264200961;colon
2.2;57;82.44931217096018;colon
2.2;58;81.66527386635538;colon
2.2;59;80.95246306238681;colon
2.2;60;80.32489236517591;colon
2.2;61;79.79594934301284;colon
2.2;62;79.37823811863156;colon
2.2;63;79.07895853959505;colon
2.2;64;78.8861638243238;colon
2.2;65;78.78216490678142;colon
2.2;66;78.74843977413938;colon
2.2;67;78.76600163527115;colon
2.2;68;78.81566511097967;colon
2.2;69;78.87822472955517;colon
2.2;70;78.93455163510113;colon
2.2;71;78.96560899993446;colon
2.2;72;78.95080396241178;colon
2.2;73;78.86307134492475;colon
2.2;74;78.67325489307746;colon
2.2;75;78.35115222209272;colon
2.2;76;77.86487025536177;colon
2.2;77;77.1801671108026;colon
2.2;78;76.2599334068406;colon
2.2;79;75.07459058803101;colon
2.2;80;73.63581063869087;colon
2.2;81;71.96863359640146;colon
2.2;82;70.10169313753082;colon
2.2;83;68.06605915714805;colon
2.2;84;65.89268372414308;colon
2.2;85;63.6093655701808;colon
2.2;86;61.23877642785678;colon
2.2;87;58.79271770994549;colon
2.2;88;56.25474313282835;colon
2.2;89;53.60051795577571;colon
2.2;90;50.80784648573773;colon
2.3;35;96.88496763201215;colon
2.3;36;96.57992480507424;colon
2.3;37;96.24682338739385;colon
2.3;38;95.8834554582277;colon
2.3;39;95.48751603420087;colon
2.3;40;95.05661558984544;colon
2.3;41;94.58829700481955;colon
2.3;42;94.08005758430672;colon
2.3;43;93.52937678578222;colon
2.3;44;92.93375023029081;colon
2.3;45;92.29073046534936;colon
2.3;46;91.5979747633305;colon
2.3;47;90.85404244256374;colon
2.3;48;90.06110417890076;colon
2.3;49;89.2235479049689;colon
2.3;50;88.34744176621379;colon
2.3;51;87.44056845541735;colon
2.3;52;86.51237738804841;colon
2.3;53;85.57385142982513;colon
2.3;54;84.63729415747949;colon
2.3;55;83.71605299272102;colon
2.3;56;82.82420115539978;colon
2.3;57;81.97620553631228;colon
2.3;58;81.18660723396131;colon
2.3;59;80.46973656931668;colon
2.3;60;79.83947587976249;colon
2.3;61;79.30907305395039;colon
2.3;62;78.89099857083549;colon
2.3;63;78.59231110400771;colon
2.3;64;78.40085253431775;colon
2.3;65;78.29874682085823;colon
2.3;66;78.26732283023617;colon
2.3;67;78.28746796220696;colon
2.3;68;78.33988332828106;colon
2.3;69;78.40525480443998;colon
2.3;70;78.46434579497338;colon
2.3;71;78.49801209545463;colon
2.3;72;78.48556209275475;colon
2.3;73;78.39986478662692;colon
2.3;74;78.21173090111952;colon
2.3;75;77.89097636231885;colon
2.3;76;77.40580878008615;colon
2.3;77;76.72220524350757;colon
2.3;78;75.8034281224877;colon
2.3;79;74.62043193645836;colon
2.3;80;73.18543995187218;colon
2.3;81;71.52382940750398;colon
2.3;82;69.66420855012433;colon
2.3;83;67.63718484518493;colon
2.3;84;65.47286028370425;colon
2.3;85;63.1980012529261;colon
2.3;86;60.83439242661362;colon
2.3;87;58.39343215765853;colon
2.3;88;55.85892346320787;colon
2.3;89;53.2073683525235;colon
2.3;90;50.41786771695909;colon
2.4;35;96.73595775670093;colon
2.4;36;96.41945363718418;colon
2.4;37;96.07421118324383;colon
2.4;38;95.69801844167367;colon
2.4;39;95.28857409180522;colon
2.4;40;94.84350145692063;colon
2.4;41;94.36036705041239;colon
2.4;42;93.83670427097145;colon
2.4;43;93.27004283193521;colon
2.4;44;92.65794443573067;colon
2.4;45;91.9980450709149;colon
2.4;46;91.28810410084857;colon
2.4;47;90.52682058041093;colon
2.4;48;89.7165976565402;colon
2.4;49;88.86209028702002;colon
2.4;50;87.96963889998266;colon
2.4;51;87.04728992778689;colon
2.4;52;86.10473333346746;colon
2.4;53;85.15315540852421;colon
2.4;54;84.20501452007345;colon
2.4;55;83.27375668375984;colon
2.4;56;82.3734949829618;colon
2.4;57;81.51868031525194;colon
2.4;58;80.72378980635003;colon
2.4;59;80.00305360563081;colon
2.4;60;79.37023182180802;colon
2.4;61;78.83844292769092;colon
2.4;62;78.42003502946984;colon
2.4;63;78.12193682262223;colon
2.4;64;77.93178871167217;colon
2.4;65;77.83153401066517;colon
2.4;66;77.80235583721847;colon
2.4;67;77.82501723657778;colon
2.4;68;77.88010618944612;colon
2.4;69;77.94819979865045;colon
2.4;70;78.00995339831361;colon
2.4;71;78.0461148710518;colon
2.4;72;78.03589800346857;colon
2.4;73;77.95212963906539;colon
2.4;74;77.76561404125502;colon
2.4;75;77.44620832062228;colon
2.4;76;76.96223793401293;colon
2.4;77;76.27990738371165;colon
2.4;78;75.36284615477976;colon
2.4;79;74.18251201987152;colon
2.4;80;72.75160791837584;colon
2.4;81;71.09577159059623;colon
2.4;82;69.24352729728216;colon
2.4;83;67.2249983376517;colon
2.4;84;65.06946690626391;colon
2.4;85;62.80275156989683;colon
2.4;86;60.44587059215398;colon
2.4;87;58.00994000335534;colon
2.4;88;55.47909964769075;colon
2.4;89;52.83072173631651;colon
2.4;90;50.04517361890867;colon
2.5;35;96.5905023975283;colon
2.5;36;96.26287834061398;colon
2.5;37;95.90586431290579;colon
2.5;38;95.51724575756511;colon
2.5;39;95.09472630465532;colon
2.5;40;94.6359432060035;colon
2.5;41;94.13848739828798;colon
2.5;42;93.59992877476512;colon
2.5;43;93.01784720136045;colon
2.5;44;92.38986972005102;colon
2.5;45;91.71371422751908;colon
2.5;46;90.98723968469483;colon
2.5;47;90.20928060510063;colon
2.5;48;89.38246428211579;colon
2.5;49;88.51170197450277;colon
2.5;50;87.60359416281798;colon
2.5;51;86.66643779425772;colon
2.5;52;85.71014987063531;colon
2.5;53;84.74610718154703;colon
2.5;54;83.7869114778815;colon
2.5;55;82.84609838974663;colon
2.5;56;81.93781506185871;colon
2.5;57;81.07649425406863;colon
2.5;58;80.27655075995506;colon
2.5;59;79.55211972181233;colon
2.5;60;78.91684707615315;colon
2.5;61;78.38373189155674;colon
2.5;62;77.96501072367248;colon
2.5;63;77.66749287740583;colon
2.5;64;77.47862635967215;colon
2.5;65;77.38017953471311;colon
2.5;66;77.35319269491924;colon
2.5;67;77.37830567453989;colon
2.5;68;77.435993482475;colon
2.5;69;77.50672416822498;colon
2.5;70;77.57104455252865;colon
2.5;71;77.60959400775008;colon
2.5;72;77.60149540716463;colon
2.5;73;77.51955484608395;colon
2.5;74;77.33459411465931;colon
2.5;75;77.0165319862147;colon
2.5;76;76.53382674753456;colon
2.5;77;75.8529169339439;colon
2.5;78;74.9377933951406;colon
2.5;79;73.7603884339339;colon
2.5;80;72.33381939199036;colon
2.5;81;70.68391693816417;colon
2.5;82;68.83907311989573;colon
2.5;83;66.82891489645819;colon
2.5;84;64.68194078267236;colon
2.5;85;62.42310520692921;colon
2.5;86;60.07277182951724;colon
2.5;87;57.64188004398402;colon
2.5;88;55.11497738881774;colon
2.5;89;52.4703253739239;colon
2.5;90;49.68951874377265;colon
2.6;35;96.44881599371699;colon
2.6;36;96.11041497503085;colon
2.6;37;95.74199900848365;colon
2.6;38;95.34135212615328;colon
2.6;39;94.90618394374943;colon
2.6;40;94.43414645415903;colon
2.6;41;93.92285552950945;colon
2.6;42;93.36991767696826;colon
2.6;43;92.7729625335985;colon
2.6;44;92.12968147475492;colon
2.6;45;91.43787253492346;colon
2.6;46;90.69549158491822;colon
2.6;47;89.90150421199408;colon
2.6;48;89.05875363823291;colon
2.6;49;88.17239702236699;colon
2.6;50;87.2492832038738;colon
2.6;51;86.2979471670353;colon
2.6;52;85.32852037544882;colon
2.6;53;84.35255825680188;colon
2.6;54;83.38279567254612;colon
2.6;55;82.43285000189012;colon
2.6;56;81.51689765371998;colon
2.6;57;80.64935191934313;colon
2.6;58;79.84456746078989;colon
2.6;59;79.11658985147274;colon
2.6;60;78.47895890248023;colon
2.6;61;77.94456403524474;colon
2.6;62;77.52554064695244;colon
2.6;63;77.22858866447395;colon
2.6;64;77.04097202715617;colon
2.6;65;76.94428923341118;colon
2.6;66;76.91944023867751;colon
2.6;67;76.94694250170183;colon
2.6;68;77.0071579948016;colon
2.6;69;77.08044526411402;colon
2.6;70;77.14724204406485;colon
2.6;71;77.18807851368152;colon
2.6;72;77.1819898667781;colon
2.6;73;77.10178078515577;colon
2.6;74;76.9183122229559;colon
2.6;75;76.60158293016035;colon
2.6;76;76.12019708931726;colon
2.6;77;75.44083237681144;colon
2.6;78;74.52783450798538;colon
2.6;79;73.35358298328391;colon
2.6;80;71.93155040723896;colon
2.6;81;70.28770126627113;colon
2.6;82;68.45025634259666;colon
2.6;83;66.44834205233137;colon
2.6;84;64.30971344940126;colon
2.6;85;62.0585423217973;colon
2.6;86;59.7146403265989;colon
2.6;87;57.28886177170138;colon
2.6;88;54.76621799992362;colon
2.6;89;52.12586693631552;colon
2.6;90;49.35058500936185;colon
2.7;35;96.31107506088067;colon
2.7;36;95.96223992918355;colon
2.7;37;95.58279010082545;colon
2.7;38;95.17050917079052;colon
2.7;39;94.72311354253247;colon
2.7;40;94.23827051819693;colon
2.7;41;93.71362116579331;colon
2.7;42;93.14680847230497;colon
2.7;43;92.53551121696414;colon
2.7;44;91.87748387062055;colon
2.7;45;91.17060263177635;colon
2.7;46;90.41291743346331;colon
2.7;47;89.60352047853638;colon
2.7;48;88.74546283751299;colon
2.7;49;87.84413751011144;colon
2.7;50;86.90663054055882;colon
2.7;51;85.94170320303299;colon
2.7;52;84.9596897410722;colon
2.7;53;83.9723133720764;colon
2.7;54;82.99243285591518;colon
2.7;55;82.03374048640232;colon
2.7;56;81.11043805744076;colon
2.7;57;80.23691879186516;colon
2.7;58;79.42747990980993;colon
2.7;59;78.69608307483659;colon
2.7;60;78.05616997850613;colon
2.7;61;77.52052988866788;colon
2.7;62;77.10120701658255;colon
2.7;63;76.80480137575583;colon
2.7;64;76.61840045849924;colon
2.7;65;76.52343740293483;colon
2.7;66;76.50067390342554;colon
2.7;67;76.53050558546232;colon
2.7;68;76.59318110430441;colon
2.7;69;76.66894888527557;colon
2.7;70;76.73813687068038;colon
2.7;71;76.78116526731591;colon
2.7;72;76.77698439341252;colon
2.7;73;76.69841495953828;colon
2.7;74;76.51637658587411;colon
2.7;75;76.20096436735929;colon
2.7;76;75.72093976956882;colon
2.7;77;75.04322347747105;colon
2.7;78;74.1325091247823;colon
2.7;79;72.9615976670753;colon
2.7;80;71.54426367765774;colon
2.7;81;69.90655411112736;colon
2.7;82;68.07648749982395;colon
2.7;83;66.08269205429814;colon
2.7;84;63.95222223811133;colon
2.7;85;61.70854552010455;colon
2.7;86;59.37101488953888;colon
2.7;87;56.95047804306866;colon
2.7;88;54.43245330908435;colon
2.7;89;51.79699228148444;colon
2.7;90;49.02800263245322;colon
2.8;35;96.17741834770176;colon
2.8;36;95.81849020326702;colon
2.8;37;95.42837144664908;colon
2.8;38;95.00484601091235;colon
2.8;39;94.545637678944;colon
2.8;40;94.04842941118088;colon
2.8;41;93.5108875081026;colon
2.8;42;92.93069107947565;colon
2.8;43;92.30556720306974;colon
2.8;44;91.63333201038002;colon
2.8;45;90.91193772259626;colon
2.8;46;90.13952536341961;colon
2.8;47;89.31530925485382;colon
2.8;48;88.44254040221711;colon
2.8;49;87.52683794499599;colon
2.8;50;86.57551451549462;colon
2.8;51;85.59754663915841;colon
2.8;52;84.60346050957224;colon
2.8;53;83.60513723371508;colon
2.8;54;82.61555123856016;colon
2.8;55;81.64846383732657;colon
2.8;56;80.71809915205399;colon
2.8;57;79.8388303760687;colon
2.8;58;79.02490038558967;colon
2.8;59;78.29019275070836;colon
2.8;60;77.64805896577052;colon
2.8;61;77.11119735373265;colon
2.8;62;76.69157049054758;colon
2.8;63;76.39568741137349;colon
2.8;64;76.21046612076509;colon
2.8;65;76.11717837189697;colon
2.8;66;76.0964493016838;colon
2.8;67;76.12855298431346;colon
2.8;68;76.1936242888076;colon
2.8;69;76.27180075668841;colon
2.8;70;76.34329971624764;colon
2.8;71;76.38843053811073;colon
2.8;72;76.38606107593486;colon
2.8;73;76.30904378317837;colon
2.8;74;76.12837450332215;colon
2.8;75;75.81425929034066;colon
2.8;76;75.33562680522392;colon
2.8;77;74.65964359119036;colon
2.8;78;73.75134403558253;colon
2.8;79;72.58392651268602;colon
2.8;80;71.17141978395797;colon
2.8;81;69.53990898614325;colon
2.8;82;67.71718645111147;colon
2.8;83;65.73138980206693;colon
2.8;84;63.60891723806888;colon
2.8;85;61.37260634245523;colon
2.8;86;59.04143566305454;colon
2.8;87;56.62631279296705;colon
2.8;88;54.11329499428146;colon
2.8;89;51.4833167679101;colon
2.8;90;48.72136344050532;colon
2.9;35;96.04790967944774;colon
2.9;36;95.67922473560175;colon
2.9;37;95.27879580183539;colon
2.9;38;94.84440776956639;colon
2.9;39;94.373792231892;colon
2.9;40;93.86464799257868;colon
2.9;41;93.31466645810445;colon
2.9;42;92.72156234716854;colon
2.9;43;92.08311004868931;colon
2.9;44;91.39718579779952;colon
2.9;45;90.66181560693087;colon
2.9;46;89.87522857330379;colon
2.9;47;89.03675667897912;colon
2.9;48;88.14984317728938;colon
2.9;49;87.22032403595377;colon
2.9;50;86.25572839311883;colon
2.9;51;85.26523765284504;colon
2.9;52;84.25955989694506;colon
2.9;53;83.25072504659087;colon
2.9;54;82.25181578755829;colon
2.9;55;81.2766573130331;colon
2.9;56;80.33949364031592;colon
2.9;57;79.4546784100766;colon
2.9;58;78.63640346861949;colon
2.9;59;77.89848009209682;colon
2.9;60;77.25417726658432;colon
2.9;61;76.71611117133324;colon
2.9;62;76.29617177954827;colon
2.9;63;76.00078551467894;colon
2.9;64;75.81670730646486;colon
2.9;65;75.72505112477819;colon
2.9;66;75.70630703806552;colon
2.9;67;75.74062774634281;colon
2.9;68;75.80803382618068;colon
2.9;69;75.88855117367413;colon
2.9;70;75.96228570658432;colon
2.9;71;76.00943514584652;colon
2.9;72;76.00878701473876;colon
2.9;73;75.93323955297843;colon
2.9;74;75.75388048019447;colon
2.9;75;75.44103971232509;colon
2.9;76;74.96382159576832;colon
2.9;77;74.28964042648785;colon
2.9;78;73.38386401995822;colon
2.9;79;72.22006580872016;colon
2.9;80;70.81248617149036;colon
2.9;81;69.18721061144745;colon
2.9;82;67.37178746509463;colon
2.9;83;65.39387560488566;colon
2.9;84;63.27926175463185;colon
2.9;85;61.0502235946209;colon
2.9;86;58.7254405281255;colon
2.9;87;56.31593555470681;colon
2.9;88;53.80832696886287;colon
2.9;89;51.18441487650345;colon
2.9;90;48.43020677430862;colon
